date,cnpj,nome,nav
2023-03-09,42.066.996/0001-88,FDO DE INV EM COTAS DE FDOS DE INV PREVIDENCIÁRIO CAIXA PREV MULT ESTRATÉGIA LIVRE ARROJADO 115,8751259.14
2023-03-09,42.067.039/0001-76,,31062673.93
2022-12-27,42.067.068/0001-38,GIANT SATOSHI CRIPTO FUNDO DE INVESTIMENTO EM COTAS DE FI MULT IE,0
2023-03-09,42.067.084/0001-20,HAWK FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR,169800553.63
2022-02-16,42.067.172/0001-22,,0
2023-03-09,42.067.202/0001-09,CVPAR 30 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO  CRÉDITO PRIVADO,1299616.56
2023-03-09,42.067.232/0001-07,,23506465.38
2023-03-09,42.081.209/0001-77,VITREO FOF COMMODITIES FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,12309572.02
2023-03-09,42.081.249/0001-19,VISTA MULTIESTRATÉGIA B FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,27579923.44
2023-03-09,42.081.295/0001-18,RIZA STATHEROS MASTER FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,346790417.08
2023-03-09,42.081.346/0001-01,NEON BLUE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE,646591971.32
2023-03-09,42.081.473/0001-00,RBR GLOBAL FEEDER 45 FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,0
2023-03-09,42.081.546/0001-64,RIZA MEYENII SEC FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,99673034.28
2023-03-09,42.081.719/0001-44,INTER TRAFALGAR PREV FIE FI EM COTAS DE FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO,5494843.16
2023-03-08,42.084.488/0001-22,,41790530.1
2021-12-21,42.084.524/0001-58,REAL PARK FUNDO DE INVESTIMENTO MULTIMERCADO,0
2023-03-09,42.084.627/0001-18,FIDUC INTERNACIONAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES,20097516.89
2023-03-09,42.084.646/0001-44,AZ QUEST IMA-B ATIVO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA LONGO PRAZO,6627620.48
2023-03-09,42.084.682/0001-08,,6619157.06
2023-03-09,42.084.719/0001-06,,28082463.24
2023-03-09,42.084.729/0001-33,CSHG PELUMASI FUNDO DE INVESTIMENTO MULTIMERCADO - CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,16008160.67
2023-03-09,42.084.748/0001-60,,54716032.21
2023-03-09,42.084.769/0001-85,,27032982.24
2023-03-09,42.084.784/0001-23,BRADESCO FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR BGM,22780231.63
2023-03-09,42.084.802/0001-77,LEGADO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,11043878.35
2022-03-14,42.084.812/0001-02,MFI OFFSHORE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,0
2023-03-09,42.084.832/0001-83,GÁVEA MACRO RED FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,150290203.23
2023-03-09,42.084.858/0001-21,,1605893.73
2023-03-09,42.084.903/0001-48,,1603449.22
2021-12-27,42.084.924/0001-63,,0
2021-12-24,42.084.930/0001-10,,0
2023-03-09,42.084.936/0001-98,VINCI GLOBAL EQUITIES FI EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES INVESTIMENTO NO EXTERIOR,21695787.13
2023-03-09,42.084.958/0001-58,VINCI GLOBAL EQUITIES MASTER FUNDO DE INVESTIMENTO EM AÇÕES INVESTIMENTO NO EXTERIOR,21674854.97
2023-03-09,42.084.981/0001-42,MAG GLOBAL BONDS FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR,27734379.97
2023-03-09,42.084.992/0001-22,MAG GLOBAL BONDS FIC DE FUNDOS DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR,27786595.84
2023-03-09,42.085.006/0001-59,,29935159.18
2023-03-09,42.085.026/0001-20,,2549452.24
2023-03-09,42.085.052/0001-58,,10720877.21
2023-03-09,42.085.062/0001-93,,50129944.54
2023-03-09,42.085.537/0001-41,MANAGER KINEA ATLAS II FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,20700445.99
2023-03-09,42.085.551/0001-45,MANAGER KINEA PREV ATLAS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO PREV,51505280.67
2023-03-08,42.085.585/0001-30,,11043459.52
2023-03-09,42.085.594/0001-20,,53162885.79
2023-03-09,42.085.631/0001-09,SAFRA PREV CATANIA FIC FIM CP PREV,12716776
2023-03-08,42.085.643/0001-25,,1565017.19
2023-03-09,42.085.652/0001-16,SAFRA PREV ZEUS II FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CP PREV,76018649.1
2023-03-09,42.085.766/0001-66,FUNDO DE INVESTIMENTO CAIXA PREVINVEST VÉRTICE 2026 RENDA FIXA PREVIDENCIÁRIO,118301368.87
2023-03-09,42.101.905/0001-06,Wellington US BDR Advisory Dolar Master FIA BDR Nivel I,15252714.73
2023-03-09,42.101.922/0001-35,Wellington US BDR Advisory Dolar FIC FIA BDR Nivel I,15282399.47
2023-03-09,42.101.937/0001-01,Wellington US BDR Advisory Master FIA BDR Nivel I,17945400.45
2023-03-09,42.101.954/0001-30,Wellington US BDR Advisory FIC FIA BDR Nivel I,17854986.28
2023-03-09,42.101.973/0001-67,Neuberger Berman US Multicap Opportunities Advisory FIA IE,2516848.72
2023-03-09,42.101.992/0001-93,BRADESCO FIC DE FI MULTIMERCADO CRÉDITO PRIVADO IE FJZ,165728263.25
2022-08-18,42.102.009/0001-53,J CHINA OPPORTUNITIES DOLAR ADVISORY MASTER FIA IE,0
2023-03-09,42.102.019/0001-99,Threadneedle Global Smaller Companies Dolar Advisory Master FIA IE,1848626.46
2023-03-09,42.102.146/0001-98,,12611426.95
2023-03-09,42.102.159/0001-67,STEPSTONE EXITUS VM BP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,33544731.32
2023-03-09,42.102.172/0001-16,,16557320.71
2023-03-09,42.102.181/0001-07,ZURIQUE DEBÊNTURES INCENTIVADAS FUNDO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA,8467152.7
2023-03-09,42.102.199/0001-09,G5 STONEHENGE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,10619413.84
2023-03-09,42.102.214/0001-19,G5 TAPAJÓS FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,12594280.38
2023-03-09,42.102.232/0001-09,,24990158.92
2023-03-09,42.102.312/0001-56,POLSKA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE,12231223.53
2023-03-09,42.102.339/0001-49,FORTIS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE,10164537.92
2023-03-09,42.102.355/0001-31,GUFA FUNDO DE INVESTIMENTO EM AÇÕES INVESTIMENTO NO EXTERIOR,25303240.98
2023-03-08,42.102.373/0001-13,SAFRA TORRICELLI LONG BIASED FIC FIM,6768473.34
2023-03-09,42.102.422/0001-18,,98858118.81
2023-03-09,42.115.036/0001-60,FN GLOBAL FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,2186284.07
2023-03-09,42.115.133/0001-53,INVESCO GREATER CHINA EQUITY FUNDO DE INVESTIMENTO EM AÇÕES INVESTIMENTO NO EXTERIOR,3945818.6
2023-03-09,42.115.198/0001-07,LONG BIAS OFF FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR,2697786.88
2023-03-09,42.115.232/0001-35,MACRO OFF FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR,2996947.68
2023-03-09,42.115.274/0001-76,TAHAA FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,15139729.17
2023-03-09,42.115.298/0001-25,LLCC FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,13697001.49
2023-03-09,42.115.332/0001-61,CAPIBARIBE FUNDO DE INVESTIMENTO EM AÇÕES INVESTIMENTO NO EXTERIOR - BDR NÍVEL I,5927649.66
2023-03-09,42.115.417/0001-40,APOENA FUNDO DE INVESTIMENTO EM AÇÕES INVESTIMENTO NO EXTERIOR - BDR NÍVEL I,0
2023-03-09,42.115.470/0001-40,UP&COMING FINANCIAL FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,9167297.19
2023-03-08,42.115.663/0001-00,BRASILPREV JGP ESG 100 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES,20825880.96
2023-03-08,42.115.710/0001-07,BRASILPREV MILES VIRTUS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE AÇÕES,21733825.86
2023-03-08,42.115.749/0001-24,BRASILPREV OCCAM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,151796375.4
2022-01-27,42.119.445/0001-35,,0
2023-03-09,42.119.476/0001-96,,84479461.68
2023-03-09,42.119.499/0001-09,,166798359.39
2023-03-09,42.119.530/0001-01,,39557291.86
2023-03-09,42.119.538/0001-60,,36079508.28
2023-03-09,42.119.554/0001-52,SCHRODER BEST IDEAS ESG FUNDO DE INVESTIMENTO EM AÇÕES IS,8578735.42
2023-03-09,42.119.566/0001-87,G5 VENICE QUALIFICADO ICATU PREV FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,12485501.52
2023-03-09,42.119.576/0001-12,G5 ZANDVOORT QUALIFICADO ICATU PREVFUNDO DE  INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,6063091.26
2023-03-09,42.119.588/0001-47,G5 JRZ QUALIFICADO ICATU PREV FUNDO DE INVESTIMENTO  MULTIMERCADO CRÉDITO PRIVADO,15281484.24
2023-03-09,42.119.596/0001-93,,59650824.17
2023-03-09,42.119.617/0001-70,,98819075.98
2023-03-09,42.119.627/0001-06,,99428007.57
2023-03-09,42.119.635/0001-52,BORBOLETA 2 ICATU PREVIDENCIÁRIO QUALIFICADO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,55408628.88
2023-03-09,42.120.262/0001-30,MANAGER SPX LANCER PLUS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO PREV,179785644.24
2023-03-09,42.120.273/0001-10,SPX LANCER PLUS S FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO PREV,184003192.24
2023-03-09,42.120.328/0001-91,ÁGUAS EMENDADAS FUNDO DE INVESTIMENTO EM AÇÕES,155569790.8
2023-03-09,42.120.343/0001-30,FUNDO DE INVESTIMENTO CAIXA MASTER CAPITAL PROTEGIDO BOLSA DE VALORES V MULTIMERCADO LONGO PRAZO,155246877.43
2023-03-09,42.120.363/0001-00,FUNDO DE INVESTIMENTO CAIXA MASTER HEDGE II MULTIMERCADO LONGO PRAZO,353182961.14
2023-03-09,42.120.371/0001-57,FDO DE INV EM COTAS DE FDOS DE INV CAIXA GOVERNO DE PERNAMBUCO II RENDA FIXA CURTO PRAZO,99465950.07
2023-03-09,42.120.385/0001-70,FUNDO DE INVESTIMENTO CAIXA MASTER TPF RENDA FIXA CURTO PRAZO,3103696906.67
2023-03-09,42.120.395/0001-06,FUNDO DE INVESTIMENTO CAIXA MANACÁ RENDA FIXA REFERENCIADO DI LONGO PRAZO,528901632.53
2023-03-09,42.120.405/0001-03,FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE AÇÕES CAIXA DIVIDENDOS QUANTITATIVO,1457800.16
2023-03-08,42.132.181/0001-50,MANAGER LATO LONG SHORT II FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,4410939.08
2023-03-09,42.132.244/0001-78,BARI GALICIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE,18633105.94
2023-03-09,42.132.255/0001-58,CRICKET FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE,12203312.06
2022-07-06,42.132.314/0001-98,SAFRA FARADAY IQ SPECIAL II FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,3142933.36
2023-03-09,42.132.408/0001-67,MANAGER LYXOR BRIDGEWATER ALL WEATHER SUSTAINABILITY USD FIC FIM IE,7470396.48
2023-03-09,42.132.460/0001-13,MANAGER LYXOR BRIDGEWATER ALL WEATHER SUSTAINABILITY BRL FIC FIM IEINABILITY BRLFIC FIM IE,7612119.2
2023-03-09,42.132.471/0001-01,GIRONDE FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE,14334333.25
2023-03-09,42.132.500/0001-27,ANGELZ FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE,24732943.79
2023-03-09,42.132.533/0001-77,CDLA GESTÃO FINANCEIRA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO CP IE,24273715.8
2023-03-09,42.132.554/0001-92,CÂNFORA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE,11298416.85
2023-03-09,42.132.569/0001-50,SAFRA COMMITTED CASH FIC FI RF REFERENCIADO DI CRED PRIV,31421469.39
2023-03-09,42.132.599/0001-67,SAFRA CASH PREV FUNDO DE INVESTIMENTO RENDA FIXA PREVIDENCIÁRIO,765400702.39
2023-03-09,42.132.614/0001-77,SAFRA CASH FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI CRÉDITO PRIVADO,507877996.07
2023-03-09,42.132.632/0001-59,MANAGER REACH TOTAL RETURN FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES,6319029.9
2023-03-09,42.132.653/0001-74,MANAGER TARPON WAHOO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE  INVESTIMENTO EM AÇÕES,4329436.11
2023-03-09,42.133.816/0001-33,,22848228.5
2023-03-09,42.133.869/0001-54,BRASILPREV RENDA FIXA PRÉ ATIVO IQ FUNDO DE  INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,67235220.11
2022-12-13,42.133.922/0001-17,SIMPAUL MULTIFATORES FUNDO DE INVESTIMENTO EM AÇÕES,0
2023-03-09,42.149.158/0001-78,,2053495.62
2023-03-09,42.150.838/0001-01,,2359713.59
2023-03-08,42.150.975/0001-46,,966142.78
2023-03-08,42.154.228/0001-86,NEVERGIVEUP QI MULTIMERCADO FUNDO DE INVESTIMENTO CRÉDITO PRIVADO,39311073.33
2023-03-09,42.154.270/0001-05,CONDE KINEA FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRAESTRUTURA RENDA FIXA CRED PRIV,65823470.16
2022-04-01,42.154.318/0001-77,,0
2023-03-09,42.154.367/0001-00,ERO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉD PRIV LP,6138922.03
2023-03-09,42.154.397/0001-16,HAVANNE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉD PRIV IE,19740205.45
2023-03-09,42.154.430/0001-08,PALMEIRAS FICFI MULTIMERCADO CRÉDITO PRIVADO IE,10533266.96
2023-03-09,42.154.460/0001-14,GFO DEBÊNTURES INCENTIVADAS FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RF CP,46428242.07
2023-03-09,42.154.486/0001-62,AGB FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE,10486211.66
2023-03-09,42.154.515/0001-96,QUÂNTICO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE,10113126.85
2023-03-09,42.154.541/0001-14,TOURMALET FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE,37565944.98
2023-03-09,42.154.565/0001-73,,21716042.06
2023-03-09,42.154.605/0001-87,VÉRTICE G GLOBAL MILLENNIALS AÇÕES USD INVESTIMENTO NOSTIMENTO MFUNDO DE INVESTIMENTO,11501559.86
2023-03-09,42.154.626/0001-00,BOGARI VALUE AÇÕES PVT FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,49412985.07
2023-03-09,42.154.713/0001-50,MOTA III FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE,20237953.99
2023-03-09,42.154.733/0001-20,CBX RENDA FIXA FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA,12821181.55
2023-03-09,42.174.097/0001-07,,8182752.96
2022-06-10,42.174.210/0001-46,HUNTER FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,0
2023-03-09,42.174.224/0001-60,VERDE VENTURES I FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,8952981.37
2023-03-09,42.174.230/0001-17,SPECIALE INFLAÇÃO CURTA FUNDO DE INVESTIMENTO RENDA FIXA,33168722.32
2023-03-09,42.190.524/0001-32,VCAN FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR,8646808.53
2023-03-09,42.190.534/0001-78,VITREO AGRO FUNDO DE INVESTIMENTO MULTIMERCADO,48114257.73
2023-03-09,42.190.544/0001-03,SPECIALE PREFIXADO FUNDO DE INVESTIMENTO RENDA FIXA,57730240.26
2023-03-09,42.190.558/0001-27,TRÍGONO VERBIER MASTER FUNDO DE INVESTIMENTO EM AÇÕES,225420501.69
2022-11-14,42.190.567/0001-18,PS CHINA ADVANTAGE J21 FUNDO DE INVESTIMENTO EM AÇÕES INVESTIMENTO NO EXTERIOR,0
2023-03-09,42.190.578/0001-06,CHROMO TRAFALGAR FUNDO DE INVESTIMENTO EM AÇÕES INVESTIMENTO NO EXTERIOR,25624544.99
2023-03-09,42.190.600/0001-00,MOGNO PREDIAL FUNDO DE INVESTIMENTO EM AÇÕES,7753228.8
2023-03-09,42.190.606/0001-87,SILVERTREE FUNDO DE INVESTIMENTO MULTIMERCADO  CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,10753801.77
2023-03-09,42.190.612/0001-34,OCEÂNICO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,7468651.73
2023-03-09,42.190.636/0001-93,CBX FUNDO DE INVESTIMENTO EM AÇÕES INVESTIMENTO NO EXTERIOR,9922382.05
2022-10-20,42.190.651/0001-31,SAFRA KAFKA E FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO,0
2023-03-09,42.190.664/0001-00,,3672385.93
2023-03-09,42.190.672/0001-57,MTGOADINV FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE,11844551.38
2023-03-08,42.195.637/0001-20,GAPE QI MULTIMERCADO FUNDO DE INVESTIMENTO CRÉDITO PRIVADO,39444635.23
2023-03-09,42.195.666/0001-92,BLUE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,17463663.54
2023-03-09,42.195.681/0001-30,LDCB FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,25890374.77
2023-03-08,42.195.713/0001-06,CARACAL NARWHAL FUNDO DE INVESTIMENTO MULTIMERCADO,232825111.03
2022-11-22,42.195.730/0001-35,VINLAND MACRO PLUS NX FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,0
2023-03-09,42.195.744/0001-59,,984961.66
2023-03-09,42.195.771/0001-21,VINLAND LONG ONLY 100 PREV ITAÚ T1 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES,3595857.78
2023-03-09,42.195.786/0001-90,VINLAND LONG ONLY 100 PREV ITAU T2 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES,7271674.81
2023-03-09,42.195.803/0001-99,VINLAND LONG ONLY 100 MASTER PREV FUNDO DE INVESTIMENTO EM AÇÕES,10856190.59
2023-03-09,42.195.812/0001-80,FÊNIX KINEA FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRAESTRUTURA RF CRÉDITO PRIVADO,25975531.88
2023-03-09,42.195.828/0001-92,TOP 6973 KINEA FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRAESTRUTURA RF CRÉDITO PRIVADO,108129729.29
2023-03-09,42.195.844/0001-85,LEGACY CAPITAL PREVIDENCIÁRIO ADVISORY XP SEGUROS FIC FI RENDA FIXA CRÉDITO PRIVADO,8442901.01
2023-03-09,42.195.858/0001-07,KINEA ASSET ALLOCATION EDGE PREV FICFI MULTIMERCADO,5453578.56
2023-03-09,42.195.900/0001-81,ACE CAPITAL PREV IQ 2 FIFE FUNDO DE INVESTIMENTO MULTIMERCADO,223105666.39
2023-03-09,42.195.910/0001-17,VELT IVP MASTER PREV OFFSHORE FUNDO DE INVESTIMENTO EM AÇÕES INVESTIMENTO NO EXTERIOR,2221526.43
2023-03-09,42.195.916/0001-94,GOLDEN GATE KINEA FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRAESTRUTURA RF CRÉDITO PRIVADO,86781157.29
2023-03-09,42.195.970/0001-30,ANTARES FIC FI MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,10079159.9
2023-03-09,42.195.992/0001-08,FUNDO DE INVESTIMENTO EM AÇÕES CAIXA MASTER COMPROMISSO BDR NÍVEL I,5862623.38
2023-03-09,42.196.001/0001-01,FUNDO DE INVESTIMENTO CAIXA EXTRAMERCADO VDMG IRFM-1 RENDA FIXA,2919808006.84
2023-03-09,42.196.013/0001-28,FUNDO DE INVESTIMENTO EM AÇÕES CAIXA MASTER DIVIDENDOS QUANTITATIVO,6495313.7
2023-03-09,42.196.023/0001-63,FUNDO DE INVESTIMENTO CAIXA MASTER INSTITUCIONAL SOBERANO RENDA FIXA,214590784.19
2023-03-09,42.196.029/0001-30,FDO DE INV EM COTAS DE FDOS DE INV CAIXA INSTITUCIONAL SOBERANO PLUS RENDA FIXA,214585790.45
2023-03-08,42.196.119/0001-21,,117713569.12
2023-03-08,42.196.167/0001-10,,4717194.84
2023-03-08,42.196.209/0001-12,,121991586.96
2023-03-09,42.196.278/0001-26,JOULE VALUE MASTER FUNDO DE INVESTIMENTO EM AÇÕES,75232838.81
2023-03-09,42.220.374/0001-62,JAGUACY FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO EXTERIOR,12698334.43
2023-03-09,42.220.404/0001-30,SANTANDER PB 3AP MULT CP FI,23115491.43
2023-03-09,42.220.424/0001-01,SANTANDER PB ALOCAÇÃO RENDA FIXA CRÉDITO PRIVADO FI,135095966.06
2023-03-09,42.220.446/0001-71,SANTANDER PREV PB ALOCAÇÃO RENDA FIXA CRÉDITO PRIVADO FI,235892855.72
2023-03-09,42.220.507/0001-09,SANTANDER PREV PB BROOKLYN 138 MULTIMERCADO CRÉDITO PRIVADO FIC FI,18012161.24
2023-03-09,42.220.529/0001-60,SANTANDER PREV PB ATENAS MULTIMERCADO CRÉDITO PRIVADO FIC FI,21203208.65
2023-03-09,42.220.545/0001-53,SANTANDER PREV PB ITIQUIRA MULTIMERCADO CRÉDITO PRIVADO FUNDO DE INVESTIMENTO,12142838.78
2023-03-09,42.220.573/0001-70,SANTANDER PREV PB LOTUS MULT CRÉD PRIV FIC FI,25870968.83
2021-12-23,42.220.595/0001-30,SANTANDER PB TIPI II MULTIMERCADO CRÉDITO PRIVADO FIC FI,0
2023-03-09,42.220.622/0001-75,SANTANDER PB HMN MULTIMERCADO CRÉDITO PRIVADO FIC FI,21320643.93
2023-03-09,42.220.630/0001-11,SANTANDER PB PREV NOVA CINTRA II MULTIMERCADO CRÉDITO PRIVADO FUNDO DE INVESTIMENTO,28976148.98
2023-03-09,42.220.652/0001-81,SANTANDER PREV PB BENTO 18 MULTIMERCADO CRÉDITO PRIVADO FUNDO DE INVESTIMENTO,55536539.58
2023-03-09,42.220.674/0001-41,SANTANDER PREV PB LFTF MULT CRÉD PRIV FI,14887262.12
2023-03-09,42.220.743/0001-17,SANTANDER PREV PB QUARESMEIRA MULT CRÉD PRIV FIC FI,31063565.16
2023-03-09,42.221.146/0001-07,CWM5 FUNDO DE INVESTIMENTO MULTIMERCADO  CRÉDITO PRIVADO,10037044.88
2022-10-24,42.221.193/0001-50,BOIPEBA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE,0
2023-03-09,42.221.214/0001-38,COEXIST GKA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE,10897057.7
2023-03-09,42.221.241/0001-00,MANAGER VLP FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,16416931.12
2023-03-09,42.221.262/0001-26,MANAGER VINCI TOTAL RETURN FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,6408787.55
2023-03-09,42.221.292/0001-32,,4332974.19
2022-10-17,42.221.311/0001-20,SAFRA GROWTH FIC FIA BDR NIVEL I,0
2022-08-11,42.221.334/0001-35,PBLS II FIC DE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE,0
2023-03-09,42.221.364/0001-41,CACRIJU FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE,11799511.2
